CD_MUN;NM_MUN;nitrogen_m;nitrogen_s;clay_mean;clay_sd;cec_mean;cec_sd;sand_mean;sand_sd;ph_mean;ph_sd;soc_mean;soc_sd
3532827;Nova Campina;1850.81;165;371.48;12.11;172.42;24.94;407.48;15.13;52.6;0.54;229.72;21.95
3532843;Nova Canaã Paulista;952.57;32;287.89;11.11;86.67;4.61;575.15;21.14;57.49;0.46;99.51;10.91
3532868;Nova Castilho;989.4;36;325.63;18.41;84.19;9.12;503.82;18.29;57.12;0.52;100.71;4.85
3532900;Nova Europa;1051.81;42;411.16;18.91;91.8;7.58;414.1;34.5;54.8;0.6;117.3;5.44
3533007;Nova Granada;933.99;69;337.84;20.42;68.15;6.23;534.53;26.14;54.68;0.52;107.3;6.79
3533106;Nova Guataporanga;1054.38;28;275.2;6.66;95.39;5.3;600.9;10.87;58.51;0.41;94.65;4.63
3533205;Nova Independência;995.65;38;289.68;19.15;100.45;8.44;575.05;34.16;57.98;1.04;92.52;5.77
3533254;Novais;942.08;41;350.4;17.05;76.47;8.78;532.65;21.57;55.28;0.41;105.38;3.92
3533304;Nova Luzitânia;1037.19;52;322.23;20.45;91.04;9.21;497.87;20.18;57.1;0.37;103.77;7.15
3533403;Nova Odessa;1185.85;38;404.59;33.06;88.03;4.99;454.03;45.95;53.58;0.52;139.91;13.71
3533502;Novo Horizonte;1033.43;62;359.54;22.04;83.2;7.11;461.93;23.16;55.39;0.54;113.11;25.11
3533601;Nuporanga;973.86;46;406.71;18.17;88.66;14.26;430.24;18.87;54.26;0.54;166.52;15.64
3533700;Ocauçu;1237.92;109;359.69;16.2;93.76;7.33;465.51;15.79;54.95;0.46;146.38;16.85
3533809;Óleo;1279;56;387.55;22.84;93.83;7.28;422.75;23.39;54.11;0.54;148.37;14.15
3533908;Olímpia;962.67;57;341.29;20.6;72.21;7.32;535.39;29.06;54.85;0.46;108.95;7.98
3534005;Onda Verde;939.76;52;323.65;19.9;76.56;8.17;565.1;28.98;54.91;0.61;104.69;5.63
3534104;Oriente;1192.43;97;343.59;14.66;87.69;7.04;461.43;15.54;55.17;0.47;138.72;19.28
3534203;Orindiúva;893.92;62;350.72;19.52;71.93;5.75;507.37;22.34;55.27;0.42;101.26;9.29
3534302;Orlândia;968.19;44;423.34;16.37;80.06;13.39;404.14;29.53;54.75;0.58;147.6;21.07
3534401;Osasco;1481.83;77;401.72;7.39;116.3;14.74;450.73;12.93;53.48;0.5;198.2;19.5
3534500;Oscar Bressane;1180.84;66;345.34;14.75;87.02;6.77;469.22;16.14;55.47;0.56;132.55;13.16
3534609;Osvaldo Cruz;1033.66;38;321.16;18.24;86.25;6.06;527.84;24.96;55.89;0.51;106.15;7.7
3534708;Ourinhos;1240.86;55;434.68;18.84;113.74;12.24;357.7;31.58;54.79;0.73;140.52;14.2
3534757;Ouroeste;912.26;51;340.21;31.05;82.74;5.01;526.52;35.23;56.62;0.6;106.9;11.77
3534807;Ouro Verde;1014.22;39;287.96;19.09;100.27;9.45;587.97;44.59;57.08;1.04;95.41;5.89
3534906;Pacaembu;1036.45;34;296.26;14.27;91.97;10.33;581.15;25.24;57.03;0.64;97.91;6.41
3535002;Palestina;928.52;80;347.22;16.15;71.25;7.62;526.83;20.14;55.29;0.63;107.3;9.91
3535101;Palmares Paulista;947.24;33;368.55;24.77;79.82;6.44;508.56;39.96;55.37;0.4;108.74;5
3535200;Palmeira d'Oeste;968.47;51;289.75;14.45;87.16;6.22;571.27;23.95;57.69;0.47;97.34;3.95
3535309;Palmital;1374.8;132;442.54;21.22;149.24;19.04;342.33;30.62;56.32;0.96;153.32;16.58
3535408;Panorama;1035.36;209;300.08;22.57;98.97;14.35;532.96;57.63;58.07;1.31;103.59;30.13
3535507;Paraguaçu Paulista;1124.74;45;366.35;24.52;96;9.23;460.05;34.88;54.6;0.61;123.76;8.73
3535606;Paraibuna;1750.06;245;400.84;28.42;138.92;32.87;417.67;39.17;51.62;0.88;256.74;58.79
3535705;Paraíso;982.43;58;362.93;21.17;84.39;9.76;501.07;27.01;55.13;0.44;113.14;5.51
3535804;Paranapanema;1340.16;71;367.92;11.75;118.09;11.3;454.03;17.77;54.23;0.71;165.65;18.3
3535903;Paranapuã;877.59;34;332.55;20.33;86.84;5.8;525.73;23;56.42;0.39;98.98;4.26
3536000;Parapuã;1050.08;35;322.44;15.15;84.45;6.64;522;21.26;55.42;0.46;107.69;6.5
3536109;Pardinho;1574.1;164;356.58;11.28;125.79;10.06;462.29;21.05;53.42;0.59;197.38;30.44
3536208;Pariquera-Açu;2522.11;191;384.8;25.21;216.69;26.07;367.6;39.24;49.82;0.74;347.9;45.48
3536257;Parisi;905.57;43;303.89;16.34;75.12;4.43;570.18;19.87;56.6;0.41;100.64;4.28
3536307;Patrocínio Paulista;1078.42;108;398.88;22.88;88.77;11.1;427.64;28.2;54.09;0.49;155.59;23.8
3536406;Paulicéia;993.11;56;298.84;18.74;98.89;11.83;524.51;47.56;58.7;0.91;102.8;23.7
3536505;Paulínia;1144.99;47;422.15;25.48;88.32;5.49;429.95;27.92;53.66;0.64;134.63;13.34
3536570;Paulistânia;1232.98;57;365.09;15.29;98.85;10.71;468.89;24.2;54.54;0.57;144.35;12.1
3536604;Paulo de Faria;899.83;62;373.41;19.73;74.16;7.39;484.25;24.22;55.01;0.57;108.41;14.38
3536703;Pederneiras;1070.44;48;378.08;25.8;93.6;9.46;463.89;34.91;54.54;0.64;127.81;10.91
3536802;Pedra Bela;1870.48;113;403.82;19.9;113.93;5.3;393.39;15.1;51.45;0.68;182.93;21.16
3536901;Pedranópolis;923.41;42;309.03;20.92;78.18;6.07;563.59;24.35;56.63;0.48;102.12;6.97
3537008;Pedregulho;1105.17;112;360.96;17.52;66.55;12.58;490.99;22.3;54.03;0.63;176.44;19.83
3537107;Pedreira;1429.15;119;416.99;10.86;96.95;5.91;415.54;10.37;53.98;0.39;156.08;11.12
3537156;Pedrinhas Paulista;1247.47;141;423.27;22.24;129.86;25.91;361.3;36.61;56.45;0.6;142.09;23.44
3537206;Pedro de Toledo;1908.72;152;431.43;16.63;179.09;13.59;333.41;15.25;49.85;0.48;263.57;29.27
3537305;Penápolis;1018.63;38;329.68;22.64;86.93;5.44;492;22.73;55.66;0.66;111.97;20.93
3537404;Pereira Barreto;977.2;49;276.59;17.09;87.4;8.2;564.25;30.07;56.9;0.72;107.43;23.3
3537503;Pereiras;1186.19;46;420.29;13.17;104.28;7.66;328.72;31.02;53.78;0.56;130.77;9.26
3537602;Peruíbe;2107.15;228;402.15;34.09;207.76;25.63;372.21;40.79;50.13;0.68;328.51;54.83
3537701;Piacatu;1033.12;55;335.46;21.46;85.49;4.91;492.32;26.62;56.07;0.5;102.49;7.7
3537800;Piedade;1930.55;258;372.03;15.18;144.62;30.33;425.36;38.78;51.61;1.19;255.56;45.6
3537909;Pilar do Sul;1647.23;178;380.46;14.38;138.58;26.14;432.57;20.59;51.7;1.62;209.73;45.6
3538006;Pindamonhangaba;1528.17;480;406.31;41.49;122.46;20.87;440.97;27.27;51.63;1.13;185.77;71.4
3538105;Pindorama;928.32;40;356.69;23.49;73.92;5.95;510.37;31.52;55.54;0.43;105.72;4.89
3538204;Pinhalzinho;1776.3;99;423.53;15.2;103.05;6.54;381.9;8.08;52.52;0.48;165.91;9.98
3538303;Piquerobi;1073.38;51;317.77;16;93.88;9.73;532.26;22.85;57.74;0.67;106.19;6.54
3538501;Piquete;1904.57;524;365.52;28.71;147.38;11.53;453.39;29.34;50.78;0.98;209.19;51.67
3538600;Piracaia;1746.47;213;419.81;30.67;119.06;13.03;420.23;20.6;51.92;0.86;212.03;37.22
3538709;Piracicaba;1147.71;60;425.88;35.5;93.97;9.97;427.63;46.27;53.32;0.69;131.13;12.21
3538808;Piraju;1404.1;105;388.08;16.28;106.98;10.78;425.73;19.32;54.29;0.67;163.84;24.37
3538907;Pirajuí;1088.54;99;343.55;16.45;87.08;7.62;480.62;28.22;54.67;0.74;121.65;17.43
3539004;Pirangi;961.11;56;374.92;18.99;81.6;5.9;479.6;25.36;55.29;0.37;113.12;4.5
3539103;Pirapora do Bom Jesus;1615.58;111;408.96;11.12;109.53;9.46;459.29;9.4;55.21;0.73;206.17;18.21
3539202;Pirapozinho;1151.5;55;371.88;21.51;117.86;30.64;459.2;26.35;56.34;0.96;128.77;12.88
3539301;Pirassununga;1077.12;61;443.51;26.51;90.43;8.38;388.31;26.54;53.64;0.52;125.31;10.74
3539400;Piratininga;1168.27;67;369.52;13.33;94.84;8.84;468.2;16.01;55.03;0.46;134.86;9.85
3539509;Pitangueiras;963.67;40;410.92;20.71;82.33;8.17;417.41;21.29;55.77;0.53;122.54;9.57
3539608;Planalto;974.45;41;296.48;16.16;83.05;7.58;538.17;22.69;56.98;0.38;101.65;6.05
3539707;Platina;1227.34;94;391.83;28.95;110.84;14.82;400.04;45.23;54.63;0.53;138.59;12.89
3539806;Poá;1611.82;41;381.63;8.54;145.49;9.09;447.31;11.49;52.6;0.92;224.61;12.6
3539905;Poloni;953.86;40;304.84;15.76;80.53;5.29;580.81;27.05;56.06;0.32;102.17;4.68
3540002;Pompéia;1108.93;91;345.86;16.73;80.08;6.35;469.29;18.3;55.08;0.61;123.24;16.53
3540101;Pongaí;1016.74;34;358.99;18.86;77.45;4.4;485.67;29.25;54.47;0.54;107.12;13.39
3540200;Pontal;1010.26;72;409.93;19.62;87.42;8.76;408.11;32.22;55.54;0.66;124.45;8.39
3540259;Pontalinda;985.29;43;303.45;16.39;91.1;6.69;545.73;22.67;57.62;0.42;101.31;4.14
3540309;Pontes Gestal;898.44;47;344.98;15.74;78.39;6.25;526.05;18.57;56.42;0.4;110.63;12.73
3540408;Populina;893.6;47;348.05;27.43;82.2;6.13;514.16;32.61;56.46;0.52;104.36;14.06
3540507;Porangaba;1200.43;62;414.76;12.75;101.96;5.8;381.96;31.63;53.61;0.46;133.26;11.72
3540606;Porto Feliz;1246.82;48;395.01;25.24;96.55;9.06;444.83;40.01;53.74;0.66;135.76;7.64
3540705;Porto Ferreira;1088.06;65;453;19.35;93.93;8.44;389.57;25.59;53.53;0.4;126.09;10.78
3540754;Potim;1229.14;57;409.04;8.6;113.34;8.59;436.49;10.63;50.81;0.54;139;6.22
3540804;Potirendaba;941.63;50;328.16;18.62;75.66;3.86;515.35;26.4;56.28;0.39;102.35;6.25
3540853;Pracinha;1033.4;45;301.72;16.61;82.38;4.89;538.64;20.38;56.77;0.51;102.32;5.03
3540903;Pradópolis;1029.16;55;424.03;18.85;91.66;6.98;372.14;25.37;55.3;0.64;123.29;11.9
3541000;Praia Grande;2542.83;381;419.6;31.85;236.52;26.13;325.06;39.8;51.04;0.73;601.04;80.61
3541059;Pratânia;1249.07;89;371.69;15.77;99.99;11.7;458.26;24.32;53.67;0.43;141.4;14.5
3541109;Presidente Alves;1182.62;97;342.32;20.86;91.15;9.12;480.61;23.61;54.91;0.52;137.94;16.82
3541208;Presidente Bernardes;1100.44;54;338.65;19.03;95.89;9.23;506.25;20.55;57.52;0.87;115.28;8.5
3541307;Presidente Epitácio;1098.65;230;347.22;16.42;115.89;17.25;478.43;26.83;58.87;0.94;122.99;42.19
3541406;Presidente Prudente;1092.24;57;319.36;15.29;86.33;7.88;522.26;26.71;57.02;0.64;116.87;12.05
3541505;Presidente Venceslau;1054.06;45;312.79;20.23;96.85;9.56;542.21;34.56;57.41;0.83;105.02;6.79
3541604;Promissão;1023.31;49;313.92;24.78;86.37;6.55;505.72;30.96;55.29;0.78;108.06;18.66
3541653;Quadra;1285.97;63;412.96;15.21;102.16;7.24;401.79;23.82;53.08;0.37;138.11;12.29
3541703;Quatá;1111.62;42;341.66;18.17;86.87;9.72;494.42;28.92;54.9;0.55;120.77;10.64
3541802;Queiroz;1046.09;55;330.85;13.05;81.29;5.6;484.32;21.64;55.82;0.59;108.06;7.7
3541901;Queluz;1842.9;650;404.51;39.19;131.39;22.37;444.88;19.43;51.03;0.81;196.34;66.23
3542008;Quintana;1144.95;79;338.97;15.32;83.4;6.84;473.09;24.44;55.07;0.52;122.96;17.35
3542107;Rafard;1212.44;26;426.36;21.42;100.2;5.64;377.51;18.44;53.84;0.58;129.71;6.51
3542206;Rancharia;1112.72;53;358.08;39.08;90.69;13.48;468;46.04;55.07;0.68;123.88;15.32
3542305;Redenção da Serra;1640.14;154;444.23;22.04;120.62;12.32;415.05;15.71;52.86;0.79;198.5;25.34
3542404;Regente Feijó;1168.2;49;335.49;15.49;86.69;7.03;489.07;23.82;56.05;0.72;124.69;8.8
3542503;Reginópolis;1039.41;46;356.2;21.49;85.64;9.16;461.3;24.33;55.04;0.62;116.22;15.21
3542602;Registro;2465.4;276;381.98;20.97;220.56;30.7;394.01;21.06;50.4;0.82;337.3;65.66
3542701;Restinga;1042.23;73;381.92;41.98;94.56;13.91;467.55;49.4;54.09;0.65;158.04;15.9
3542800;Ribeira;1882.45;188;416.08;10.37;205.58;13.98;365.98;16.37;53.59;0.89;271.79;17.55
3542909;Ribeirão Bonito;1128.81;57;437.53;21.57;94.74;10.73;402.79;23.22;54.03;0.53;135.32;15.06
3543006;Ribeirão Branco;1904.24;169;376.46;10.99;190.39;14.9;396.92;13.55;52.15;0.62;235.63;21.92
3543105;Ribeirão Corrente;991.76;57;356.68;29.89;79.9;10.29;514.53;32.77;53.77;0.39;150.67;13.43
3543204;Ribeirão do Sul;1290.69;59;415.09;23.6;133.06;17.61;364.31;32.44;55.66;1.13;159.42;12.66
3543238;Ribeirão dos Índios;1085.83;45;322.97;15.7;99.57;12;529.91;18.58;57.39;0.54;106.6;6.11
3543253;Ribeirão Grande;1795.38;222;378.64;14.18;179.38;17.34;430.06;26.56;51.57;1.33;263.97;45.11
3543303;Ribeirão Pires;1873.08;85;410.38;22.87;169.12;11.99;343.26;16.27;50.19;0.5;289.19;56.45
3543402;Ribeirão Preto;1114.97;51;422.49;32.53;95.82;14.11;322.58;45.97;55.87;1.05;136.26;11.5
3543501;Riversul;1385.15;46;388.98;11.5;137.58;14.36;397.31;12.24;54.37;0.7;159.55;11
3543600;Rifaina;1105.84;97;367.11;12.08;84.43;8.21;467.14;17.08;54.81;0.34;159.52;28.83
3543709;Rincão;1036.97;52;419.59;28.83;90.22;7.96;402.17;30.4;54.53;0.49;120.05;16.19
3543808;Rinópolis;1026.47;49;318.12;16.62;82.43;5.3;517.27;22.63;55.84;0.52;102.96;7.38
3543907;Rio Claro;1172.32;59;442.04;23.54;95.37;7.89;391.94;25.89;53.68;0.61;132.66;10.26
3544004;Rio das Pedras;1145.71;44;427.38;20.57;89.05;5.29;420.88;23.97;53.22;0.54;136.07;13.67
3544103;Rio Grande da Serra;1885.51;86;441.24;15.45;180.07;10.94;348.62;16.75;49.97;0.33;318.36;37.78
3544202;Riolândia;890.69;52;371.49;21;76.46;6.95;491.23;26.09;55.77;0.63;111.28;14.36
3544251;Rosana;1117.13;101;341.03;28.62;118.49;13.5;495.7;24.93;56.64;0.97;128.83;32.58
3544301;Roseira;1450.16;318;402.11;32.06;121.04;8.71;441.04;16.85;51.75;0.91;166.42;28.86
3544400;Rubiácea;1022.15;40;332;18.7;90.55;4.49;502.16;26.38;56.74;0.51;104.38;8.3
3544509;Rubinéia;953.43;68;311.32;23.36;79.35;7.99;535.01;35.7;56.86;0.63;116.5;29.41
3544608;Sabino;1020.09;48;325.22;24.37;83.02;5.88;496.91;33.48;55.21;0.92;115.22;24.07
3544707;Sagres;1019.01;40;300.29;13.37;81.35;6.14;551;21.71;56.32;0.59;106.58;5.37
3544806;Sales;1067.37;116;323.37;18.77;82.41;7.62;482.27;22.17;56.06;0.62;121.89;30.59
3544905;Sales Oliveira;975.92;46;418.26;20.41;91.79;11.88;381.48;28.09;54.97;0.78;155.71;24.52
3545001;Salesópolis;2004.48;244;391.22;16.15;171.5;25.16;350.51;27.25;50.91;0.76;310.04;64.15
3545100;Salmourão;1030.38;46;328.55;16.67;90.86;5.72;522.85;26.09;56.23;0.52;105.84;7.54
3545159;Saltinho;1118.95;27;434.5;20.17;91.6;6.5;418.74;28.79;53.57;0.49;129.38;9.51
3545209;Salto;1210.88;39;386.11;15.74;94.57;9.14;469.84;21.7;54.53;1.23;141.39;17.32
3545308;Salto de Pirapora;1363.6;100;379.1;19.36;110.62;7.99;460.61;13.13;53.94;0.95;165.21;21.65
3545407;Salto Grande;1277.58;70;436.21;20.87;129.23;13.6;340.1;31.84;55.4;0.74;142.68;15.25
3545506;Sandovalina;1109.05;47;380.77;14.89;129.56;17.85;463.29;23.59;56.72;0.99;119.23;12.63
3545605;Santa Adélia;936.87;41;388.67;14.83;82.99;8.38;464.38;20.05;55.87;0.4;108.93;5.78
3545704;Santa Albertina;892.07;38;315.2;25.55;82.61;6.97;540.14;30.07;56.6;0.42;105.11;11.73
3545803;Santa Bárbara d'Oeste;1176.52;42;421.96;17.4;90.57;6.33;435.19;23.63;53.6;0.6;134.97;15.61
3546009;Santa Branca;1661.8;88;397.59;19.76;126.6;21.96;444.73;22.63;51.42;1.04;220.85;20.02
3546108;Santa Clara d'Oeste;891.45;45;319.32;24.29;80.53;9.82;542.19;36.83;56.49;0.58;110.24;20.62
3546207;Santa Cruz da Conceição;1161.65;56;456.6;20.83;86.65;5.64;380.56;22.6;53.59;0.58;133.49;8.91
3546256;Santa Cruz da Esperança;1120.64;50;411.19;18.86;93.93;7.64;362.41;22.69;54.53;0.59;125.05;13.76
3546306;Santa Cruz das Palmeiras;1105.52;66;445;22.02;97.71;12.33;382.64;24.1;53.65;0.54;131.89;10.73
3546405;Santa Cruz do Rio Pardo;1267.42;55;396.27;26.62;98.71;10.57;416.33;37.25;54.08;0.6;139.79;13.12
3546504;Santa Ernestina;1023;32;425.09;19.54;80.94;6.47;412.17;26.44;55.23;0.51;123.28;8.03
3546603;Santa Fé do Sul;926.7;54;300.6;19.94;84.04;9.07;559.58;32.38;56.88;0.57;110.45;23.8
3546702;Santa Gertrudes;1162.07;56;486.4;21.97;97.81;5.64;347.98;22.82;53.65;0.52;134.6;9.85
3546801;Santa Isabel;1812.39;129;408.78;15.7;132.17;14.1;447.75;11.39;51.8;0.56;240.27;24.63
3546900;Santa Lúcia;1079.75;45;436.17;22.98;85.68;8.28;387.94;27.17;54.39;0.48;126.6;12.17
3547007;Santa Maria da Serra;1277.7;100;439.29;23.88;95.02;7.36;410.82;27.19;53.42;0.98;147.82;26.3
3547106;Santa Mercedes;1007.02;38;277.2;15.14;98.06;6.74;590.66;23.26;57.77;0.56;90.56;5.01
3547205;Santana da Ponte Pensa;890.96;34;287.89;15.8;89.05;3.37;568.29;20.82;57.32;0.52;99.36;7.15
3547304;Santana de Parnaíba;1604.36;128;400.76;17.2;106.26;8.46;460.79;9.35;54.17;0.6;200.04;15.74
3547403;Santa Rita d'Oeste;907.49;39;301.16;25.31;80.73;6.63;557.33;32.48;56.66;0.56;100.83;13.84
3547502;Santa Rita do Passa Quatro;1181.8;96;425.16;26.3;93.53;15.01;391.15;30.91;53.88;0.51;137.48;19.86
3547601;Santa Rosa de Viterbo;1178.27;68;417.71;16.84;90.07;9.02;383.64;30.08;54.19;0.53;131.63;12.17
3547650;Santa Salete;875.23;32;305.87;20.12;88.75;6.33;548.16;25.89;57.17;0.42;98.24;4.05
3547700;Santo Anastácio;1111.44;47;328.4;15.36;99.42;11.78;512.49;22.37;58.13;0.76;113.52;8.26
3547809;Santo André;2058.79;267;425.97;25.09;183.33;20.19;336.87;26.83;50.45;0.53;363.42;74.21
3547908;Santo Antônio da Alegria;1161.98;105;397.6;21.97;89.18;9.14;399.11;29.75;54.18;0.56;147.87;30.28
3548005;Santo Antônio de Posse;1231.17;67;416.67;16.28;93.8;6.42;434.65;15.3;53.83;0.45;134.43;10.35
3548054;Santo Antônio do Aracanguá;989.09;44;311.54;24.08;85.17;6.15;520.17;34.25;57.4;0.5;104.87;16.4
3548104;Santo Antônio do Jardim;1499.51;122;380.9;15.43;121.45;5.82;368.43;13.48;52.84;0.44;158.86;12.67
3548203;Santo Antônio do Pinhal;2041.99;182;362.23;18.22;123.75;4.52;447.32;20.34;50.79;0.39;207.49;25.18
3548302;Santo Expedito;1068.4;40;315.94;16.08;88.9;7.83;553.63;20.42;56.89;0.55;108.22;8.63
3548401;Santópolis do Aguapeí;1015.41;42;331.2;20.12;86.13;5.32;486.96;31.32;56.1;0.53;101.71;7.49
3548500;Santos;2740.92;356;427.26;22.34;228.92;29.06;303.48;25.45;51.63;0.62;704.19;169.07
3548609;São Bento do Sapucaí;2090.96;311;354.55;41.88;124.14;19.28;446.7;47.93;51.45;0.95;228.48;56.47
